i,c,d,h,t,s,qtd_p,e
381,1378,2021-03-06,11:54,52.39,COMPRA,1,Paraná
382,1379,2020-08-13,06:50,217.50,CANCELADO,5,Pernambuco
383,1380,2020-03-16,12:15,92.68,DEVOLUÇÃO,6,Pernambuco
384,1381,2020-04-05,20:28,217.06,DEVOLUÇÃO,4,Santa Catarina
385,1382,2020-04-25,13:11,225.75,CANCELADO,6,Maranhão
386,1383,2021-03-05,04:26,70.64,CANCELADO,4,Pernambuco
387,1384,2021-01-16,22:19,40.56,DEVOLUÇÃO,6,Santa Catarina
388,1385,2021-02-16,10:15,183.01,COMPRA,5,Paraná
389,1386,2021-02-23,02:21,221.12,CANCELADO,1,Pernambuco
390,1387,2021-01-04,22:03,162.69,CANCELADO,7,Paraíba
391,1388,2020-10-05,14:48,102.76,DEVOLUÇÃO,1,Pará
392,1389,2020-09-07,20:35,57.08,COMPRA,4,Maranhão
393,1390,2020-08-29,11:54,179.44,DEVOLUÇÃO,6,Rio Grande do Sul
394,1391,2020-05-22,19:07,55.71,CANCELADO,6,Pará
395,1392,2020-08-16,00:47,233.55,DEVOLUÇÃO,2,Santa Catarina
396,1393,2020-09-21,13:56,258.78,DEVOLUÇÃO,3,Ceará
397,1394,2020-05-27,23:02,234.36,CANCELADO,2,Santa Catarina
398,1395,2021-01-12,10:04,243.08,COMPRA,5,Goiás
399,1396,2021-03-09,00:55,99.81,DEVOLUÇÃO,4,Santa Catarina
400,1397,2021-01-16,18:26,24.32,COMPRA,5,Minas Gerais
401,1398,2021-01-23,03:35,172.55,COMPRA,4,Paraná
402,1399,2020-10-27,06:29,90.90,CANCELADO,5,Goiás
403,1400,2020-08-31,22:41,152.35,CANCELADO,5,Ceará
404,1401,2020-08-02,11:06,209.43,COMPRA,1,Rio de Janeiro
405,1402,2020-12-22,08:29,246.32,COMPRA,2,Goiás
406,1403,2020-11-22,00:06,19.27,DEVOLUÇÃO,5,Maranhão
407,1404,2020-07-10,06:31,137.93,DEVOLUÇÃO,6,Goiás
408,1405,2020-08-20,22:40,106.52,DEVOLUÇÃO,5,Pará
409,1406,2021-03-08,23:19,177.57,COMPRA,5,Pará
410,1407,2020-11-27,03:21,29.97,COMPRA,6,Pará
411,1408,2020-09-07,07:17,213.66,CANCELADO,3,Goiás
412,1409,2020-11-20,14:19,124.92,DEVOLUÇÃO,5,Goiás
413,1410,2020-07-14,08:35,28.85,CANCELADO,7,Rio de Janeiro
414,1411,2021-01-22,00:33,49.96,DEVOLUÇÃO,5,Paraíba
415,1412,2020-03-05,04:49,220.59,CANCELADO,4,Bahia
416,1413,2020-11-07,03:57,140.65,CANCELADO,7,Pará
417,1414,2020-09-29,02:25,114.86,CANCELADO,5,Pará
418,1415,2020-12-01,16:06,58.13,COMPRA,4,Paraná
419,1416,2020-04-19,23:57,94.83,COMPRA,3,Rio Grande do Sul
420,1417,2020-12-27,02:58,146.24,COMPRA,2,Maranhão
421,1418,2021-02-17,07:54,86.91,CANCELADO,4,Rio Grande do Sul
422,1419,2020-04-07,20:44,76.79,COMPRA,7,Goiás
423,1420,2020-07-10,22:15,23.44,COMPRA,4,Bahia
424,1421,2021-01-05,05:32,185.71,CANCELADO,2,Rio Grande do Sul
425,1422,2020-05-03,09:02,195.49,CANCELADO,7,Maranhão
426,1423,2020-05-17,23:31,55.46,DEVOLUÇÃO,6,Santa Catarina
427,1424,2020-11-26,00:04,90.58,COMPRA,2,Bahia
428,1425,2020-08-28,02:54,84.42,DEVOLUÇÃO,4,Paraíba
429,1426,2020-12-16,17:18,63.54,DEVOLUÇÃO,3,Goiás
430,1427,2020-08-15,09:10,243.73,COMPRA,5,Maranhão
431,1428,2020-09-26,03:27,158.14,DEVOLUÇÃO,4,Goiás
432,1429,2021-01-01,08:52,72.67,CANCELADO,2,Pará
433,1430,2020-12-17,20:53,204.57,DEVOLUÇÃO,4,Paraná
434,1431,2020-07-30,11:07,250.47,CANCELADO,5,Rio Grande do Sul
435,1432,2020-08-26,04:43,125.32,COMPRA,5,Paraíba
436,1433,2020-06-21,05:59,203.29,DEVOLUÇÃO,4,Goiás
437,1434,2021-02-13,11:09,183.57,CANCELADO,7,São Paulo
438,1435,2020-07-11,13:09,174.91,DEVOLUÇÃO,2,Maranhão
439,1436,2020-12-24,09:17,18.77,DEVOLUÇÃO,4,Bahia
440,1437,2020-08-07,01:26,154.33,CANCELADO,6,Minas Gerais
441,1438,2020-10-31,18:10,215.80,COMPRA,2,Rio Grande do Sul
442,1439,2020-03-04,06:46,116.82,CANCELADO,4,Santa Catarina
443,1440,2020-09-20,10:28,159.14,CANCELADO,3,Goiás
444,1441,2020-04-05,09:06,221.06,COMPRA,5,Maranhão
445,1442,2021-01-04,12:58,208.00,DEVOLUÇÃO,6,Rio Grande do Sul
446,1443,2020-12-23,19:40,50.91,CANCELADO,3,Paraná
447,1444,2020-05-14,15:56,87.27,DEVOLUÇÃO,7,Paraíba
448,1445,2021-01-21,21:41,149.84,COMPRA,2,Paraíba
449,1446,2020-07-03,03:40,231.81,DEVOLUÇÃO,3,Rio Grande do Sul
450,1447,2020-08-03,02:24,102.17,CANCELADO,5,Rio de Janeiro
451,1448,2020-10-20,00:55,194.18,CANCELADO,3,Rio Grande do Sul
452,1449,2020-12-14,00:44,106.09,CANCELADO,3,Rio de Janeiro
453,1450,2020-08-22,15:29,230.40,COMPRA,5,Minas Gerais
454,1451,2020-08-08,03:43,203.47,DEVOLUÇÃO,5,Rio de Janeiro
455,1452,2020-03-10,20:51,125.26,COMPRA,4,Santa Catarina
456,1453,2020-05-09,05:29,117.64,DEVOLUÇÃO,5,Pernambuco
457,1454,2021-01-20,01:40,159.53,DEVOLUÇÃO,6,Pernambuco
458,1455,2020-12-19,18:32,265.74,COMPRA,5,Maranhão
459,1456,2020-11-03,05:09,155.55,DEVOLUÇÃO,4,Minas Gerais
460,1457,2020-04-10,13:17,137.42,DEVOLUÇÃO,3,Bahia
461,1458,2020-09-05,09:10,29.95,DEVOLUÇÃO,4,Paraíba
462,1459,2021-01-15,01:03,131.23,DEVOLUÇÃO,6,Rio de Janeiro
463,1460,2020-04-16,15:07,92.11,DEVOLUÇÃO,1,Minas Gerais
464,1461,2020-12-26,07:27,127.23,DEVOLUÇÃO,3,São Paulo
465,1462,2020-05-06,11:58,147.50,CANCELADO,2,Paraná
466,1463,2021-03-18,06:55,196.11,COMPRA,2,Minas Gerais
467,1464,2020-05-20,04:42,262.63,DEVOLUÇÃO,2,Paraná
468,1465,2020-05-03,01:47,154.02,CANCELADO,5,Rio Grande do Sul
469,1466,2020-04-10,21:10,198.83,CANCELADO,6,Goiás
470,1467,2020-04-22,23:56,180.88,COMPRA,6,Paraíba
471,1468,2020-08-20,18:46,190.76,COMPRA,3,Paraná
472,1469,2021-01-06,06:24,247.83,CANCELADO,6,Pernambuco
473,1470,2020-09-29,07:40,153.48,COMPRA,2,Minas Gerais
474,1471,2021-02-14,03:23,25.97,COMPRA,5,Paraíba
475,1472,2020-05-29,10:42,52.01,CANCELADO,2,Paraíba
476,1473,2021-03-05,14:39,258.93,COMPRA,2,Rio de Janeiro
477,1474,2021-01-10,06:37,191.18,DEVOLUÇÃO,4,Santa Catarina
478,1475,2020-10-07,01:50,91.19,DEVOLUÇÃO,4,Santa Catarina
479,1476,2021-02-28,22:31,92.35,CANCELADO,5,Pernambuco
480,1477,2020-07-19,00:56,133.35,COMPRA,4,Maranhão
481,1478,2020-06-19,05:14,244.06,CANCELADO,5,São Paulo
482,1479,2020-04-16,07:11,64.45,DEVOLUÇÃO,2,Santa Catarina
483,1480,2020-12-29,23:31,214.30,CANCELADO,2,Maranhão
484,1481,2020-10-17,01:53,221.90,COMPRA,7,Santa Catarina
485,1482,2021-03-18,17:34,72.58,DEVOLUÇÃO,4,Bahia
486,1483,2021-01-07,18:43,141.48,COMPRA,7,Bahia
487,1484,2021-03-18,09:31,158.36,COMPRA,1,Bahia
488,1485,2021-01-12,09:10,234.58,COMPRA,4,Pernambuco
489,1486,2020-05-20,19:58,46.03,DEVOLUÇÃO,3,Rio de Janeiro
490,1487,2020-11-23,20:13,85.04,COMPRA,2,Goiás
491,1488,2020-10-24,22:59,234.66,COMPRA,1,Pernambuco
492,1489,2021-02-15,16:03,218.43,COMPRA,2,Ceará
493,1490,2020-07-30,08:55,224.17,CANCELADO,7,Bahia
494,1491,2020-06-11,11:27,207.13,COMPRA,3,Bahia
495,1492,2020-07-18,17:16,57.84,COMPRA,7,Rio Grande do Sul
496,1493,2020-06-15,03:11,183.16,CANCELADO,6,Bahia
497,1494,2020-08-13,05:24,48.11,DEVOLUÇÃO,1,Santa Catarina
498,1495,2020-08-18,14:32,183.90,CANCELADO,5,Minas Gerais
499,1496,2020-05-12,03:14,162.35,DEVOLUÇÃO,3,Santa Catarina
500,1497,2021-01-07,20:18,132.70,DEVOLUÇÃO,4,Rio Grande do Sul
501,1498,2021-02-18,22:18,173.15,DEVOLUÇÃO,2,Paraíba
502,1499,2020-03-05,09:50,109.87,DEVOLUÇÃO,5,Paraná
503,,,,,,,
504,1000,2021-01-18,05:15,99.24,DEVOLUÇÃO,6,Rio de Janeiro
505,1001,2020-04-18,03:24,87.32,COMPRA,1,Minas Gerais
506,1002,2020-05-19,03:43,225.53,CANCELADO,4,Pernambuco
507,1003,2020-08-08,13:48,170.60,CANCELADO,3,Ceará
508,1004,2020-11-07,18:17,214.76,COMPRA,7,Rio Grande do Sul
509,1005,2020-05-10,09:33,142.83,COMPRA,3,Goiás
510,1006,2020-05-17,22:35,238.23,DEVOLUÇÃO,2,Ceará
511,1007,2020-04-30,12:55,256.17,COMPRA,5,Pernambuco
512,1008,2020-04-27,13:35,211.71,DEVOLUÇÃO,5,Ceará
513,1009,2021-03-24,14:20,126.20,COMPRA,7,Pará
514,1010,2020-11-22,15:17,141.73,DEVOLUÇÃO,2,São Paulo
515,1011,2020-04-03,05:57,214.48,COMPRA,5,São Paulo
516,1012,2020-04-05,09:49,143.85,DEVOLUÇÃO,4,Paraná
517,1013,2020-03-29,23:51,170.86,DEVOLUÇÃO,3,São Paulo
518,1014,2020-06-22,17:01,158.25,DEVOLUÇÃO,5,Paraná
519,1015,2020-04-07,14:37,79.59,DEVOLUÇÃO,7,Paraíba
520,1016,2020-03-25,16:02,45.72,CANCELADO,4,Rio Grande do Sul
521,1017,2021-03-25,00:18,112.58,CANCELADO,3,Paraíba
522,1018,2021-01-21,01:47,191.89,DEVOLUÇÃO,5,Maranhão
523,1019,2021-01-30,13:01,214.92,DEVOLUÇÃO,2,Rio Grande do Sul
524,1020,2020-07-16,11:48,261.98,CANCELADO,4,São Paulo
525,1021,2020-09-15,10:59,68.66,DEVOLUÇÃO,3,Bahia
526,1022,2020-10-27,06:47,156.30,DEVOLUÇÃO,3,Paraíba
527,1023,2021-01-07,23:47,99.21,CANCELADO,4,Bahia
528,1024,2020-10-15,03:08,170.27,DEVOLUÇÃO,7,Santa Catarina
529,1025,2021-02-13,19:46,54.24,CANCELADO,2,Maranhão
530,1026,2020-10-08,00:14,190.73,COMPRA,5,Minas Gerais
531,1027,2020-09-27,17:22,241.07,CANCELADO,5,Rio de Janeiro
532,1028,2021-03-20,23:29,48.53,DEVOLUÇÃO,2,Pará
533,1029,2020-06-09,12:00,137.02,CANCELADO,1,Rio Grande do Sul
534,1030,2020-07-15,10:54,136.40,DEVOLUÇÃO,7,Santa Catarina
535,1031,2020-10-07,15:07,121.62,DEVOLUÇÃO,5,Rio Grande do Sul
536,1032,2020-11-28,04:51,121.71,CANCELADO,5,Paraná
537,1033,2020-03-18,11:39,257.10,DEVOLUÇÃO,4,Minas Gerais
538,1034,2020-11-03,16:59,97.48,COMPRA,7,Bahia
539,1035,2020-07-17,22:15,193.74,CANCELADO,5,Rio Grande do Sul
540,1036,2021-01-22,07:34,132.93,DEVOLUÇÃO,4,Pará
541,1037,2021-02-02,02:06,184.47,DEVOLUÇÃO,1,Rio Grande do Sul
542,1038,2020-10-11,23:01,102.79,DEVOLUÇÃO,5,Paraíba
543,1039,2020-10-21,13:54,22.74,DEVOLUÇÃO,5,Paraíba
544,1040,2020-05-15,09:40,118.42,CANCELADO,4,Santa Catarina
545,1041,2020-09-28,09:50,117.25,COMPRA,5,Paraíba
546,1042,2020-06-07,14:20,249.02,DEVOLUÇÃO,2,Minas Gerais
547,1043,2020-08-12,09:01,139.52,COMPRA,5,Paraíba
548,1044,2020-07-13,23:01,38.29,CANCELADO,4,Paraná
549,1045,2020-08-18,22:50,219.58,DEVOLUÇÃO,5,Santa Catarina
550,1046,2020-09-28,20:33,112.58,DEVOLUÇÃO,5,Maranhão
551,1047,2020-05-28,05:38,140.66,COMPRA,4,Pará
552,1048,2020-03-29,12:50,170.84,DEVOLUÇÃO,2,Rio Grande do Sul
553,1049,2020-11-16,11:04,115.33,CANCELADO,3,Pernambuco
554,1050,2021-02-13,02:03,158.84,COMPRA,7,São Paulo
555,1051,2020-11-04,14:40,58.25,CANCELADO,7,Ceará
556,1052,2020-10-20,08:28,88.84,CANCELADO,7,Pará
557,1053,2020-03-08,02:56,43.17,DEVOLUÇÃO,7,Pará
558,1054,2020-06-01,03:40,160.88,COMPRA,2,Ceará
559,1055,2020-07-07,11:56,167.62,CANCELADO,5,Minas Gerais
560,1056,2020-10-11,18:40,175.03,CANCELADO,2,Pernambuco
561,1057,2020-07-31,17:52,159.56,COMPRA,2,Pernambuco
562,1058,2021-03-14,20:51,82.73,DEVOLUÇÃO,7,Santa Catarina
563,1059,2020-08-01,01:48,177.76,DEVOLUÇÃO,7,Pará
564,1060,2020-09-22,13:27,267.43,COMPRA,3,Ceará
565,1061,2020-12-04,01:20,242.88,COMPRA,4,São Paulo
566,1062,2021-03-01,15:12,113.55,DEVOLUÇÃO,5,Paraná
567,1063,2020-06-09,05:54,43.30,COMPRA,3,Minas Gerais
568,1064,2020-11-23,04:14,232.02,CANCELADO,5,Paraíba
569,1065,2021-01-24,06:27,238.99,DEVOLUÇÃO,2,Pará
570,1066,2020-09-10,11:11,170.97,COMPRA,7,Bahia
571,1067,2020-07-13,18:11,209.38,DEVOLUÇÃO,3,Pernambuco
572,1068,2021-01-22,15:34,93.01,COMPRA,3,Santa Catarina
573,1069,2020-05-09,22:26,230.94,CANCELADO,4,Ceará
574,1070,2021-02-01,15:59,168.95,CANCELADO,3,Santa Catarina
575,1071,2021-02-18,10:47,100.91,COMPRA,6,Bahia
576,1072,2020-11-03,20:34,240.45,DEVOLUÇÃO,6,Ceará
577,1073,2020-03-11,01:15,106.22,CANCELADO,4,Pará
578,1074,2020-06-08,07:43,205.85,DEVOLUÇÃO,5,Ceará
579,1075,2020-05-20,04:55,98.82,CANCELADO,3,Paraná
580,1076,2021-01-28,18:47,184.67,DEVOLUÇÃO,5,Ceará
581,1077,2020-12-08,14:29,21.26,COMPRA,5,Santa Catarina
582,1078,2021-02-25,22:14,245.13,CANCELADO,2,Santa Catarina
583,1079,2020-12-18,03:02,253.86,DEVOLUÇÃO,5,Rio de Janeiro
584,1080,2020-12-17,16:27,137.45,DEVOLUÇÃO,5,Paraná
585,1081,2020-09-04,07:17,59.76,DEVOLUÇÃO,3,São Paulo
586,1082,2020-03-04,19:39,30.66,DEVOLUÇÃO,2,Rio de Janeiro
587,1083,2020-04-24,09:47,115.55,DEVOLUÇÃO,5,Bahia
588,1084,2020-11-25,19:17,70.48,DEVOLUÇÃO,6,Minas Gerais
589,1085,2021-01-07,08:03,109.53,DEVOLUÇÃO,1,Bahia
590,1086,2020-08-28,08:24,167.76,CANCELADO,1,Maranhão
591,1087,2020-11-01,05:42,221.43,COMPRA,4,Pernambuco
592,1088,2020-06-14,01:54,91.35,COMPRA,7,Pernambuco
593,1089,2021-02-20,22:49,208.05,DEVOLUÇÃO,4,Minas Gerais
594,1090,2020-04-04,06:50,153.11,CANCELADO,6,Goiás
595,1091,2020-04-11,15:22,182.67,DEVOLUÇÃO,5,Paraná
596,1092,2020-12-17,08:11,185.56,DEVOLUÇÃO,7,Maranhão
597,1093,2020-05-05,05:19,116.37,CANCELADO,7,Goiás
598,1094,2020-05-29,11:30,179.49,CANCELADO,3,Rio Grande do Sul
599,1095,2020-11-15,09:55,170.10,COMPRA,2,Pará
600,1096,2020-10-24,10:28,40.29,DEVOLUÇÃO,5,Rio de Janeiro
601,1097,2020-07-14,11:49,62.47,COMPRA,3,Paraíba
602,1098,2020-07-18,07:01,105.97,COMPRA,3,Pernambuco
603,1099,2020-11-13,03:45,60.19,COMPRA,7,Santa Catarina
604,1100,2020-07-26,04:41,78.49,COMPRA,5,Pará
605,1101,2020-05-21,17:13,32.45,CANCELADO,2,Bahia
606,1102,2020-07-13,02:10,33.97,CANCELADO,2,Paraná
607,1103,2021-03-24,14:30,161.45,COMPRA,4,Maranhão
608,1104,2020-05-27,10:18,183.92,CANCELADO,6,Pernambuco
609,1105,2020-04-04,13:46,133.72,DEVOLUÇÃO,2,Rio de Janeiro
610,1106,2021-02-07,00:20,263.28,CANCELADO,6,Rio Grande do Sul
611,1107,2020-10-29,10:32,203.59,DEVOLUÇÃO,5,São Paulo
612,1108,2020-07-23,12:09,88.33,COMPRA,3,São Paulo
613,1109,2020-03-18,18:04,114.23,CANCELADO,4,Goiás
614,1110,2021-03-11,22:56,188.94,DEVOLUÇÃO,1,Minas Gerais
615,1111,2020-10-24,18:23,127.83,COMPRA,3,Rio Grande do Sul
616,1112,2020-11-08,18:01,44.58,DEVOLUÇÃO,4,Rio Grande do Sul
617,1113,2020-05-06,03:21,190.87,DEVOLUÇÃO,4,Pernambuco
618,1114,2020-12-22,07:40,267.34,DEVOLUÇÃO,2,Paraíba
619,1115,2021-03-03,18:46,78.89,DEVOLUÇÃO,5,Paraíba
620,1116,2020-10-13,23:40,237.84,COMPRA,3,Minas Gerais
621,1117,2020-03-17,00:32,181.35,DEVOLUÇÃO,3,Rio Grande do Sul
622,1118,2020-09-16,11:42,247.05,COMPRA,5,Paraná
623,1119,2020-08-29,04:01,264.86,COMPRA,7,Goiás
624,1120,2021-02-15,08:35,264.15,CANCELADO,5,Rio Grande do Sul
625,1121,2020-09-02,10:13,169.92,DEVOLUÇÃO,2,Goiás
626,1122,2021-02-25,03:22,36.57,CANCELADO,4,Rio Grande do Sul
627,1123,2020-10-02,05:20,112.19,DEVOLUÇÃO,1,São Paulo
628,1124,2020-08-10,08:37,150.86,DEVOLUÇÃO,1,Santa Catarina
629,1125,2020-06-22,03:57,192.33,DEVOLUÇÃO,6,Ceará
630,1126,2020-04-04,00:29,123.03,COMPRA,5,Rio de Janeiro
631,1127,2020-12-14,03:35,91.88,CANCELADO,2,Paraíba
632,1128,2020-03-09,22:21,208.00,COMPRA,3,Pernambuco
633,1129,2021-03-16,13:30,48.98,CANCELADO,4,Minas Gerais
634,1130,2020-04-22,20:36,133.33,CANCELADO,2,Santa Catarina
635,1131,2020-08-31,04:50,23.40,DEVOLUÇÃO,5,Ceará
636,1132,2020-09-19,20:56,195.61,CANCELADO,7,Rio de Janeiro
637,1133,2020-04-22,21:35,211.45,DEVOLUÇÃO,4,Rio Grande do Sul
638,1134,2021-02-28,23:39,128.49,CANCELADO,3,Rio de Janeiro
639,1135,2020-06-13,02:54,194.84,DEVOLUÇÃO,3,Rio de Janeiro
640,1136,2021-01-02,17:17,127.49,CANCELADO,3,Maranhão
641,1137,2021-01-10,10:57,71.48,COMPRA,6,Ceará
642,1138,2020-12-14,19:58,258.40,DEVOLUÇÃO,2,Santa Catarina
643,1139,2021-03-04,11:38,233.62,CANCELADO,3,Bahia
644,1140,2020-12-14,00:21,216.34,CANCELADO,4,Paraná
645,1141,2021-01-07,09:22,21.56,CANCELADO,6,Ceará
646,1142,2020-10-15,23:23,40.87,COMPRA,2,Goiás
647,1143,2020-10-19,15:45,48.54,CANCELADO,1,Goiás
648,1144,2021-03-21,05:12,245.35,CANCELADO,1,Rio de Janeiro
649,1145,2021-01-31,19:23,258.43,COMPRA,6,Minas Gerais
650,1146,2020-10-31,23:10,248.83,CANCELADO,3,Maranhão
651,1147,2020-05-20,19:48,47.25,COMPRA,3,Santa Catarina
652,1148,2020-06-15,17:25,222.37,CANCELADO,6,São Paulo
653,1149,2020-08-11,22:07,89.35,CANCELADO,3,Maranhão
654,1150,2020-04-26,15:28,121.35,COMPRA,5,Minas Gerais
655,1151,2020-09-19,12:15,19.26,CANCELADO,2,Santa Catarina
656,1152,2020-11-23,11:24,225.40,COMPRA,2,Rio de Janeiro
657,1153,2020-10-19,00:48,90.11,CANCELADO,2,Maranhão
658,1154,2020-07-29,22:49,106.73,CANCELADO,5,Goiás
659,1155,2020-04-21,01:31,264.95,CANCELADO,1,Goiás
660,1156,2020-06-04,01:39,44.22,DEVOLUÇÃO,2,Paraíba
661,1157,2020-12-08,06:33,185.13,CANCELADO,6,Ceará
662,1158,2020-10-19,04:43,135.89,COMPRA,1,Rio de Janeiro
663,1159,2020-04-30,00:33,188.50,COMPRA,3,Rio Grande do Sul
664,1160,2020-03-07,12:22,124.12,DEVOLUÇÃO,4,Maranhão
665,1161,2021-03-16,10:23,162.06,CANCELADO,4,Pará
666,1162,2020-03-26,17:37,123.79,CANCELADO,3,Pernambuco
667,1163,2020-12-15,09:12,178.51,CANCELADO,3,Paraná
668,1164,2020-11-17,03:31,103.29,COMPRA,6,Maranhão
669,1165,2021-02-04,15:50,120.41,DEVOLUÇÃO,4,Paraná
670,1166,2020-11-28,02:07,109.94,DEVOLUÇÃO,5,Ceará
671,1167,2020-11-01,23:19,195.18,COMPRA,2,Rio de Janeiro
672,1168,2020-04-14,22:51,219.51,DEVOLUÇÃO,7,Rio de Janeiro
673,1169,2020-11-28,14:45,167.61,DEVOLUÇÃO,5,Minas Gerais
674,1170,2020-11-10,05:12,182.39,CANCELADO,2,Rio de Janeiro
675,1171,2020-12-23,16:21,58.70,DEVOLUÇÃO,2,Rio de Janeiro
676,1172,2020-04-06,07:37,186.48,CANCELADO,5,Maranhão
677,1173,2020-11-06,05:18,197.65,DEVOLUÇÃO,5,Minas Gerais
678,1174,2020-03-25,13:10,154.42,COMPRA,7,Goiás
679,1175,2020-10-29,15:14,55.75,CANCELADO,2,Paraná
680,1176,2020-10-11,12:20,200.55,CANCELADO,7,Pernambuco
681,1177,2020-09-03,20:19,131.25,CANCELADO,5,Santa Catarina
682,1178,2020-07-31,01:16,158.48,CANCELADO,3,Maranhão
683,1179,2020-10-08,02:38,159.09,DEVOLUÇÃO,2,Pernambuco
684,1180,2020-05-20,17:28,159.36,CANCELADO,3,Rio Grande do Sul
685,1181,2020-11-23,17:53,153.76,CANCELADO,4,Pará
686,1182,2021-03-10,21:14,263.59,DEVOLUÇÃO,1,Ceará
687,1183,2020-03-07,17:46,172.52,COMPRA,5,Paraná
688,1184,2020-12-16,23:34,38.88,COMPRA,3,Rio de Janeiro
689,1185,2020-08-18,16:40,68.60,COMPRA,3,Paraíba
690,1186,2021-03-06,08:08,24.23,DEVOLUÇÃO,2,Santa Catarina
691,1187,2020-09-12,05:09,30.31,CANCELADO,2,Rio de Janeiro
692,1188,2021-02-19,22:46,250.15,DEVOLUÇÃO,4,Paraná
693,1189,2020-04-25,03:04,245.26,DEVOLUÇÃO,3,Maranhão
694,1190,2021-01-10,12:54,67.53,CANCELADO,5,Rio Grande do Sul
695,1191,2020-07-18,15:31,32.14,DEVOLUÇÃO,2,Paraná
696,1192,2020-12-01,22:15,25.06,CANCELADO,2,Bahia
697,1193,2020-03-05,00:06,251.30,DEVOLUÇÃO,2,Maranhão
698,1194,2021-02-15,04:14,204.41,COMPRA,5,Ceará
699,1195,2020-05-01,05:37,90.54,DEVOLUÇÃO,3,São Paulo
700,1196,2021-03-21,00:28,89.45,COMPRA,3,Ceará
701,1197,2020-08-23,01:07,126.84,CANCELADO,7,Pernambuco
702,1198,2020-05-27,12:05,61.51,COMPRA,5,São Paulo
703,1199,2020-09-27,06:45,225.80,CANCELADO,6,Rio de Janeiro
704,1200,2020-10-13,00:37,200.19,DEVOLUÇÃO,3,Paraíba
705,1201,2021-01-11,14:50,125.08,CANCELADO,2,Goiás
706,1202,2020-11-19,19:04,95.45,CANCELADO,5,Rio de Janeiro
707,1203,2021-01-15,16:16,25.54,COMPRA,2,Paraíba
708,1204,2020-05-25,03:27,73.20,CANCELADO,2,Paraná
709,1205,2021-02-03,19:30,168.47,CANCELADO,6,Paraíba
710,1206,2021-02-09,07:51,195.56,DEVOLUÇÃO,2,Pernambuco
711,1207,2021-03-06,15:27,55.68,CANCELADO,5,Rio Grande do Sul
712,1208,2020-03-21,13:20,190.07,COMPRA,5,São Paulo
713,1209,2020-12-01,14:49,144.30,DEVOLUÇÃO,6,Rio de Janeiro
714,1210,2021-01-28,11:53,144.22,DEVOLUÇÃO,6,Santa Catarina
715,1211,2020-06-29,00:42,47.88,COMPRA,3,Pernambuco
716,1212,2020-11-16,06:51,221.13,DEVOLUÇÃO,7,Santa Catarina
717,1213,2020-08-21,02:57,79.17,CANCELADO,4,Rio de Janeiro
718,1214,2020-10-09,13:58,223.05,CANCELADO,6,Minas Gerais
719,1215,2021-02-19,06:31,166.88,DEVOLUÇÃO,2,Maranhão
720,1216,2020-04-24,04:36,137.69,COMPRA,5,Paraná
721,1217,2020-06-18,16:05,252.31,CANCELADO,3,Bahia
722,1218,2021-03-29,02:30,246.49,CANCELADO,7,Goiás
723,1219,2020-03-29,11:55,155.03,COMPRA,1,Rio Grande do Sul
724,1220,2020-03-04,03:12,161.23,CANCELADO,5,Paraíba
725,1221,2020-11-04,22:06,18.78,COMPRA,1,Pernambuco
726,1222,2020-04-29,06:17,20.28,CANCELADO,6,Rio Grande do Sul
727,1223,2020-03-31,08:05,105.16,COMPRA,3,Goiás
728,1224,2020-09-03,20:08,246.57,COMPRA,2,Ceará
729,1225,2020-07-17,03:03,32.06,COMPRA,7,Ceará
730,1226,2020-03-24,03:27,73.99,DEVOLUÇÃO,2,Goiás
731,1227,2020-05-04,11:32,212.51,COMPRA,5,Paraíba
732,1228,2020-05-23,04:12,20.32,DEVOLUÇÃO,5,São Paulo
733,1229,2020-12-31,12:27,74.44,COMPRA,5,São Paulo
734,1230,2020-12-29,08:36,158.67,DEVOLUÇÃO,5,Paraná
735,1231,2020-06-22,19:35,218.85,CANCELADO,4,Rio de Janeiro
736,1232,2021-01-03,17:14,183.79,DEVOLUÇÃO,3,Bahia
737,1233,2021-03-19,08:47,109.13,COMPRA,6,Ceará
738,1234,2020-04-19,20:55,155.27,COMPRA,5,Maranhão
739,1235,2021-01-14,21:03,109.78,DEVOLUÇÃO,3,São Paulo
740,1236,2021-03-07,07:35,90.53,COMPRA,6,Pará
741,1237,2021-02-18,16:37,239.92,COMPRA,6,Paraná
742,1238,2020-04-28,14:05,140.98,COMPRA,2,Rio Grande do Sul
743,1239,2020-04-13,10:07,266.99,CANCELADO,6,Paraná
744,1240,2020-08-27,13:15,138.99,DEVOLUÇÃO,4,Paraná
745,1241,2021-03-09,09:00,234.48,DEVOLUÇÃO,2,Ceará
746,1242,2021-03-26,16:00,75.47,DEVOLUÇÃO,6,Bahia
747,1243,2020-05-21,13:22,94.48,DEVOLUÇÃO,3,Bahia
748,1244,2020-12-16,15:50,167.99,DEVOLUÇÃO,7,Santa Catarina
749,1245,2021-03-13,05:50,169.63,CANCELADO,6,Ceará
750,1246,2021-01-01,17:46,115.32,COMPRA,5,Paraná
751,1247,2020-10-06,00:41,253.28,DEVOLUÇÃO,5,Bahia
752,1248,2020-10-10,07:46,41.42,COMPRA,3,Paraíba
753,1249,2020-04-11,11:03,212.45,DEVOLUÇÃO,2,Bahia
754,1250,2020-04-16,15:12,63.44,CANCELADO,6,Pernambuco
755,1251,2020-05-03,12:04,75.74,CANCELADO,1,Minas Gerais
